<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
EURJPY,20020830,00:00:00,116.3500,116.0200,116.4600,116.3100
EURJPY,20020902,00:00:00,116.3500,116.0000,116.4700,116.2900
EURJPY,20020903,00:00:00,116.2900,115.9600,116.7700,116.6800
EURJPY,20020904,00:00:00,116.6700,116.5900,117.3300,117.0500
EURJPY,20020905,00:00:00,117.0400,116.8600,117.5300,117.3500
EURJPY,20020906,00:00:00,117.3400,116.2100,117.6400,116.3000
EURJPY,20020909,00:00:00,116.3400,116.0600,116.8100,116.4800
EURJPY,20020910,00:00:00,116.4900,116.1500,117.0000,116.8300
EURJPY,20020911,00:00:00,116.8300,116.6800,117.4400,117.3200
EURJPY,20020912,00:00:00,117.3200,117.0900,117.9200,117.8900
EURJPY,20020913,00:00:00,117.8800,117.3300,118.7300,118.3000
EURJPY,20020916,00:00:00,118.3500,118.0600,118.8600,118.4700
EURJPY,20020917,00:00:00,118.4700,117.8900,118.8900,118.8600
EURJPY,20020918,00:00:00,118.8500,118.1500,119.2000,118.6500
EURJPY,20020919,00:00:00,118.6500,118.6000,119.9100,119.7800
EURJPY,20020920,00:00:00,119.7700,119.7400,121.4000,121.1400
EURJPY,20020923,00:00:00,121.1700,120.5100,121.9500,121.1000
EURJPY,20020924,00:00:00,121.0900,120.1900,121.2800,121.0700
EURJPY,20020925,00:00:00,121.0700,119.8800,121.2100,119.9100
EURJPY,20020926,00:00:00,119.9100,119.0300,120.4000,119.2300
EURJPY,20020927,00:00:00,119.2300,119.2200,120.3900,120.3300
EURJPY,20020930,00:00:00,120.2700,119.2000,120.4400,120.0600
EURJPY,20021001,00:00:00,120.0500,120.0200,121.0400,120.4900
EURJPY,20021002,00:00:00,120.4800,120.3700,121.3800,121.1300
EURJPY,20021003,00:00:00,121.1400,120.8600,121.6100,120.9900
EURJPY,20021004,00:00:00,120.9800,120.5400,121.3000,120.7100
EURJPY,20021007,00:00:00,120.6300,120.4000,122.2600,122.0800
EURJPY,20021008,00:00:00,122.0900,121.4300,122.3000,121.6300
EURJPY,20021009,00:00:00,121.6400,121.1100,122.1400,122.1200
EURJPY,20021010,00:00:00,122.1100,121.7300,122.4700,121.9100
